sequence,time_from_case9,operation,detail
612,1180,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
613,1181,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
614,1182,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
615,1186,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=23 saved_r9=0x0 frame_token=98787418909 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
616,1188,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=23 restored_r9=0x0 ok=1 frame_token=98787418909 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
617,1192,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=23 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
618,1193,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
619,1195,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=23 evidence=OBSERVED"
620,1196,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=23 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
621,1197,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=23 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
622,1201,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
623,1202,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
624,1203,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
625,1204,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=23 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
626,1208,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
627,1210,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
628,1211,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
629,1212,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
630,1213,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
631,1214,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
632,1215,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
633,1216,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
634,1218,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=24 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
635,1220,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=24 frame_token=103082386205 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
636,1229,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
637,1230,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=24 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=24 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
638,1232,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=24 owner=robotol.ext evidence=OBSERVED"
639,1233,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
640,1234,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
641,1235,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
642,1236,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
643,1240,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=24 saved_r9=0x0 frame_token=103082386205 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
644,1242,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=24 restored_r9=0x0 ok=1 frame_token=103082386205 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
645,1246,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=24 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
646,1247,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
647,1249,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=24 evidence=OBSERVED"
648,1250,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=24 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
649,1251,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=24 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
650,1255,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
651,1256,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
652,1257,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
653,1258,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=24 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
654,1262,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
655,1264,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
656,1265,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
657,1266,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
658,1267,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
659,1268,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
660,1269,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
661,1270,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
662,1272,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=25 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
663,1274,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=25 frame_token=107377353501 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
664,1283,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
665,1284,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=25 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=25 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
666,1286,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=25 owner=robotol.ext evidence=OBSERVED"
667,1287,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
668,1288,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
669,1289,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
670,1290,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
671,1294,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=25 saved_r9=0x0 frame_token=107377353501 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
672,1296,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=25 restored_r9=0x0 ok=1 frame_token=107377353501 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
673,1300,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=25 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
674,1301,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
675,1303,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=25 evidence=OBSERVED"
676,1304,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=25 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
677,1305,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=25 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
678,1309,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
679,1310,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
680,1311,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
681,1312,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=25 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
682,1316,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
683,1318,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
684,1319,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
685,1320,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
686,1321,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
687,1322,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
688,1323,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
689,1324,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
690,1326,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=26 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
691,1328,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=26 frame_token=111672320797 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
692,1337,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
693,1338,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=26 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=26 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
694,1340,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=26 owner=robotol.ext evidence=OBSERVED"
695,1341,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
696,1342,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
697,1343,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
698,1344,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
699,1348,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=26 saved_r9=0x0 frame_token=111672320797 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
700,1350,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=26 restored_r9=0x0 ok=1 frame_token=111672320797 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
701,1354,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=26 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
702,1355,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
703,1357,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=26 evidence=OBSERVED"
704,1358,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=26 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
705,1359,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=26 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
706,1363,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
707,1364,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
708,1365,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
709,1366,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=26 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
710,1370,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
711,1372,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
712,1373,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
713,1374,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
714,1375,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
715,1376,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
716,1377,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
717,1378,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
718,1380,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=27 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
719,1382,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=27 frame_token=115967288093 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
720,1391,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
721,1392,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=27 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=27 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
722,1394,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=ENQUEUE event=0x1E209 app=0x9 handler=0x30D311 request_id=27 owner=robotol.ext evidence=OBSERVED"
723,1395,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
724,1396,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
725,1397,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SCHEDULE_DRAIN_OUTSIDE_HOOK cont=0x304599 queued=1 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
726,1398,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
727,1402,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=27 saved_r9=0x0 frame_token=115967288093 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
728,1404,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=27 restored_r9=0x0 ok=1 frame_token=115967288093 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
729,1408,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=27 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
730,1409,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_ENTER depth=1 site=drain_family_events evidence=OBSERVED"
731,1411,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER event=0x1E209 app=0x9 handler=0x30D311 r9=0x2B1868 r2=0x0 r3=0x0 request_id=27 evidence=OBSERVED"
732,1412,EVENT_DELIVER_ENTER,"[EVENT_DELIVER_ENTER] request_id=27 handler=0x30D311 r0=0x9 r1=0x1E209 r2=0x0 r3=0x0 stack0=0x0 stack1=0x0 ctx=0x6AD12C run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
733,1413,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_ENTER handler=0x30D311 request_id=27 stop=0x80000 r0=0x9 r1=0x1E209 r9=0x2B1868 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
734,1417,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30E1B0 target=0x305E19 arg0=0x1E209 arg1=0x0"
735,1418,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x305E32 target=0x304569 arg0=0x10133 arg1=0x1E205"
736,1419,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x10133 r1=0x1E205 r2=0x0 r3=0x0 r4=0x10133 ret=0x0 evidence=TARGET_OBSERVED"
737,1420,CALLBACK_FRAME,"[CALLBACK_FRAME] boundary=FAMILY_HANDLER_LEAVE handler=0x30D311 request_id=27 end_class=REACHED_STOP reached_stop=1 pc_after=0x80000 cfn_path=PLATFORM_FAMILY_CALLBACK evidence=OBSERVED"
738,1424,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DELIVER_DONE ok=1 ret=0 end=stop_at_base end_class=REACHED_STOP reached_stop=1 handler=0x30D311 pc_after=0x80000 stop=0x80000 lr_after=0x304599 lim=5000000 evidence=OBSERVED"
739,1426,EMU_NEST,"[EMU_NEST] op=FAMILY_DRAIN_LEAVE depth=0 site=drain_family_events evidence=OBSERVED"
740,1427,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
741,1428,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
742,1429,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
743,1430,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
744,1431,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
745,1432,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
746,1434,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=28 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
747,1436,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=28 frame_token=120262255389 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
748,1445,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
749,1446,EVENT_TXN,"[EVENT_TXN] op=ACCEPT request_id=28 identity=0xC15442057B8F762F event=0x1E209 app=0x9 ctx=0x6AD12C payload=0x0 stack0=0x0 stack1=0x0 caller_pc=0x304599 insn=28 digest=0xFF5FCBC8 handler=0x30D311 run_id=p17_hit1_20260801_"
